group,method,dataset,region,seed,config_hash,split_id,metric_name,metric_value,regime,n_retrains,train_samples,wall_clock_s,timestamp
detection,page_hinkley,synthetic_sudden,-,5.0,5149b34febd4,synth_n20000_finetune_sudden,n_detections,1.0,full,0,0,0.0117756670806556,2026-09-20T11:43:17.773393+00:00
detection,page_hinkley,synthetic_sudden,-,5.0,5149b34febd4,synth_n20000_finetune_sudden,n_false_alarms,0.0,full,0,0,0.0117756670806556,2026-09-20T11:43:17.773393+00:00
detection,page_hinkley,synthetic_sudden,-,5.0,5149b34febd4,synth_n20000_finetune_sudden,false_alarms_per_year,0.0,full,0,0,0.0117756670806556,2026-09-20T11:43:17.773393+00:00
detection,page_hinkley,synthetic_gradual,-,1.0,5149b34febd4,synth_n20000_finetune_gradual,detection_delay,296.0,full,0,0,0.0094793329481035,2026-09-20T11:43:17.774046+00:00
detection,page_hinkley,synthetic_gradual,-,1.0,5149b34febd4,synth_n20000_finetune_gradual,false_alarms_per_10000,1.0,full,0,0,0.0094793329481035,2026-09-20T11:43:17.774046+00:00
detection,page_hinkley,synthetic_gradual,-,1.0,5149b34febd4,synth_n20000_finetune_gradual,missed_detections,0.0,full,0,0,0.0094793329481035,2026-09-20T11:43:17.774046+00:00
detection,page_hinkley,synthetic_gradual,-,1.0,5149b34febd4,synth_n20000_finetune_gradual,n_detections,3.0,full,0,0,0.0094793329481035,2026-09-20T11:43:17.774046+00:00
detection,page_hinkley,synthetic_gradual,-,1.0,5149b34febd4,synth_n20000_finetune_gradual,n_false_alarms,2.0,full,0,0,0.0094793329481035,2026-09-20T11:43:17.774046+00:00
detection,page_hinkley,synthetic_gradual,-,1.0,5149b34febd4,synth_n20000_finetune_gradual,false_alarms_per_year,1.752,full,0,0,0.0094793329481035,2026-09-20T11:43:17.774046+00:00
detection,page_hinkley,synthetic_gradual,-,2.0,5149b34febd4,synth_n20000_finetune_gradual,detection_delay,242.0,full,0,0,0.005040124990046,2026-09-20T11:43:17.774685+00:00
detection,page_hinkley,synthetic_gradual,-,2.0,5149b34febd4,synth_n20000_finetune_gradual,false_alarms_per_10000,1.0,full,0,0,0.005040124990046,2026-09-20T11:43:17.774685+00:00
detection,page_hinkley,synthetic_gradual,-,2.0,5149b34febd4,synth_n20000_finetune_gradual,missed_detections,0.0,full,0,0,0.005040124990046,2026-09-20T11:43:17.774685+00:00
detection,page_hinkley,synthetic_gradual,-,2.0,5149b34febd4,synth_n20000_finetune_gradual,n_detections,3.0,full,0,0,0.005040124990046,2026-09-20T11:43:17.774685+00:00
detection,page_hinkley,synthetic_gradual,-,2.0,5149b34febd4,synth_n20000_finetune_gradual,n_false_alarms,2.0,full,0,0,0.005040124990046,2026-09-20T11:43:17.774685+00:00
detection,page_hinkley,synthetic_gradual,-,2.0,5149b34febd4,synth_n20000_finetune_gradual,false_alarms_per_year,1.752,full,0,0,0.005040124990046,2026-09-20T11:43:17.774685+00:00
detection,page_hinkley,synthetic_gradual,-,3.0,5149b34febd4,synth_n20000_finetune_gradual,detection_delay,294.0,full,0,0,0.00612683291547,2026-09-20T11:43:17.775321+00:00
detection,page_hinkley,synthetic_gradual,-,3.0,5149b34febd4,synth_n20000_finetune_gradual,false_alarms_per_10000,1.0,full,0,0,0.00612683291547,2026-09-20T11:43:17.775321+00:00
detection,page_hinkley,synthetic_gradual,-,3.0,5149b34febd4,synth_n20000_finetune_gradual,missed_detections,0.0,full,0,0,0.00612683291547,2026-09-20T11:43:17.775321+00:00
detection,page_hinkley,synthetic_gradual,-,3.0,5149b34febd4,synth_n20000_finetune_gradual,n_detections,3.0,full,0,0,0.00612683291547,2026-09-20T11:43:17.775321+00:00
detection,page_hinkley,synthetic_gradual,-,3.0,5149b34febd4,synth_n20000_finetune_gradual,n_false_alarms,2.0,full,0,0,0.00612683291547,2026-09-20T11:43:17.775321+00:00
detection,page_hinkley,synthetic_gradual,-,3.0,5149b34febd4,synth_n20000_finetune_gradual,false_alarms_per_year,1.752,full,0,0,0.00612683291547,2026-09-20T11:43:17.775321+00:00
detection,page_hinkley,synthetic_gradual,-,4.0,5149b34febd4,synth_n20000_finetune_gradual,detection_delay,288.0,full,0,0,0.0062629160238429,2026-09-20T11:43:17.775960+00:00
detection,page_hinkley,synthetic_gradual,-,4.0,5149b34febd4,synth_n20000_finetune_gradual,false_alarms_per_10000,1.0,full,0,0,0.0062629160238429,2026-09-20T11:43:17.775960+00:00
detection,page_hinkley,synthetic_gradual,-,4.0,5149b34febd4,synth_n20000_finetune_gradual,missed_detections,0.0,full,0,0,0.0062629160238429,2026-09-20T11:43:17.775960+00:00
detection,page_hinkley,synthetic_gradual,-,4.0,5149b34febd4,synth_n20000_finetune_gradual,n_detections,3.0,full,0,0,0.0062629160238429,2026-09-20T11:43:17.775960+00:00
detection,page_hinkley,synthetic_gradual,-,4.0,5149b34febd4,synth_n20000_finetune_gradual,n_false_alarms,2.0,full,0,0,0.0062629160238429,2026-09-20T11:43:17.775960+00:00
detection,page_hinkley,synthetic_gradual,-,4.0,5149b34febd4,synth_n20000_finetune_gradual,false_alarms_per_year,1.752,full,0,0,0.0062629160238429,2026-09-20T11:43:17.775960+00:00
detection,page_hinkley,synthetic_gradual,-,5.0,5149b34febd4,synth_n20000_finetune_gradual,detection_delay,296.0,full,0,0,0.0091011669719591,2026-09-20T11:43:17.776586+00:00
detection,page_hinkley,synthetic_gradual,-,5.0,5149b34febd4,synth_n20000_finetune_gradual,false_alarms_per_10000,1.0,full,0,0,0.0091011669719591,2026-09-20T11:43:17.776586+00:00
detection,page_hinkley,synthetic_gradual,-,5.0,5149b34febd4,synth_n20000_finetune_gradual,missed_detections,0.0,full,0,0,0.0091011669719591,2026-09-20T11:43:17.776586+00:00
detection,page_hinkley,synthetic_gradual,-,5.0,5149b34febd4,synth_n20000_finetune_gradual,n_detections,3.0,full,0,0,0.0091011669719591,2026-09-20T11:43:17.776586+00:00
detection,page_hinkley,synthetic_gradual,-,5.0,5149b34febd4,synth_n20000_finetune_gradual,n_false_alarms,2.0,full,0,0,0.0091011669719591,2026-09-20T11:43:17.776586+00:00
detection,page_hinkley,synthetic_gradual,-,5.0,5149b34febd4,synth_n20000_finetune_gradual,false_alarms_per_year,1.752,full,0,0,0.0091011669719591,2026-09-20T11:43:17.776586+00:00
detection,page_hinkley,synthetic_recurring,-,1.0,5149b34febd4,synth_n20000_finetune_recurring,detection_delay,36.5,full,0,0,0.0115336669841781,2026-09-20T11:43:17.777754+00:00
detection,page_hinkley,synthetic_recurring,-,1.0,5149b34febd4,synth_n20000_finetune_recurring,false_alarms_per_10000,0.0,full,0,0,0.0115336669841781,2026-09-20T11:43:17.777754+00:00
detection,page_hinkley,synthetic_recurring,-,1.0,5149b34febd4,synth_n20000_finetune_recurring,missed_detections,0.0,full,0,0,0.0115336669841781,2026-09-20T11:43:17.777754+00:00
detection,page_hinkley,synthetic_recurring,-,1.0,5149b34febd4,synth_n20000_finetune_recurring,n_detections,2.0,full,0,0,0.0115336669841781,2026-09-20T11:43:17.777754+00:00
detection,page_hinkley,synthetic_recurring,-,1.0,5149b34febd4,synth_n20000_finetune_recurring,n_false_alarms,0.0,full,0,0,0.0115336669841781,2026-09-20T11:43:17.777754+00:00
detection,page_hinkley,synthetic_recurring,-,1.0,5149b34febd4,synth_n20000_finetune_recurring,false_alarms_per_year,0.0,full,0,0,0.0115336669841781,2026-09-20T11:43:17.777754+00:00
detection,page_hinkley,synthetic_recurring,-,2.0,5149b34febd4,synth_n20000_finetune_recurring,detection_delay,33.5,full,0,0,0.0069688749499619,2026-09-20T11:43:17.779517+00:00
detection,page_hinkley,synthetic_recurring,-,2.0,5149b34febd4,synth_n20000_finetune_recurring,false_alarms_per_10000,0.0,full,0,0,0.0069688749499619,2026-09-20T11:43:17.779517+00:00
detection,page_hinkley,synthetic_recurring,-,2.0,5149b34febd4,synth_n20000_finetune_recurring,missed_detections,0.0,full,0,0,0.0069688749499619,2026-09-20T11:43:17.779517+00:00
detection,page_hinkley,synthetic_recurring,-,2.0,5149b34febd4,synth_n20000_finetune_recurring,n_detections,2.0,full,0,0,0.0069688749499619,2026-09-20T11:43:17.779517+00:00
detection,page_hinkley,synthetic_recurring,-,2.0,5149b34febd4,synth_n20000_finetune_recurring,n_false_alarms,0.0,full,0,0,0.0069688749499619,2026-09-20T11:43:17.779517+00:00
detection,page_hinkley,synthetic_recurring,-,2.0,5149b34febd4,synth_n20000_finetune_recurring,false_alarms_per_year,0.0,full,0,0,0.0069688749499619,2026-09-20T11:43:17.779517+00:00
detection,page_hinkley,synthetic_recurring,-,3.0,5149b34febd4,synth_n20000_finetune_recurring,detection_delay,47.0,full,0,0,0.0068356249248608,2026-09-20T11:43:17.781155+00:00
detection,page_hinkley,synthetic_recurring,-,3.0,5149b34febd4,synth_n20000_finetune_recurring,false_alarms_per_10000,0.0,full,0,0,0.0068356249248608,2026-09-20T11:43:17.781155+00:00
detection,page_hinkley,synthetic_recurring,-,3.0,5149b34febd4,synth_n20000_finetune_recurring,missed_detections,0.0,full,0,0,0.0068356249248608,2026-09-20T11:43:17.781155+00:00
detection,page_hinkley,synthetic_recurring,-,3.0,5149b34febd4,synth_n20000_finetune_recurring,n_detections,2.0,full,0,0,0.0068356249248608,2026-09-20T11:43:17.781155+00:00
detection,page_hinkley,synthetic_recurring,-,3.0,5149b34febd4,synth_n20000_finetune_recurring,n_false_alarms,0.0,full,0,0,0.0068356249248608,2026-09-20T11:43:17.781155+00:00
detection,page_hinkley,synthetic_recurring,-,3.0,5149b34febd4,synth_n20000_finetune_recurring,false_alarms_per_year,0.0,full,0,0,0.0068356249248608,2026-09-20T11:43:17.781155+00:00
detection,page_hinkley,synthetic_recurring,-,4.0,5149b34febd4,synth_n20000_finetune_recurring,detection_delay,40.0,full,0,0,0.0084998750826343,2026-09-20T11:43:17.783176+00:00
detection,page_hinkley,synthetic_recurring,-,4.0,5149b34febd4,synth_n20000_finetune_recurring,false_alarms_per_10000,0.0,full,0,0,0.0084998750826343,2026-09-20T11:43:17.783176+00:00
detection,page_hinkley,synthetic_recurring,-,4.0,5149b34febd4,synth_n20000_finetune_recurring,missed_detections,0.0,full,0,0,0.0084998750826343,2026-09-20T11:43:17.783176+00:00
detection,page_hinkley,synthetic_recurring,-,4.0,5149b34febd4,synth_n20000_finetune_recurring,n_detections,2.0,full,0,0,0.0084998750826343,2026-09-20T11:43:17.783176+00:00
detection,page_hinkley,synthetic_recurring,-,4.0,5149b34febd4,synth_n20000_finetune_recurring,n_false_alarms,0.0,full,0,0,0.0084998750826343,2026-09-20T11:43:17.783176+00:00
detection,page_hinkley,synthetic_recurring,-,4.0,5149b34febd4,synth_n20000_finetune_recurring,false_alarms_per_year,0.0,full,0,0,0.0084998750826343,2026-09-20T11:43:17.783176+00:00
detection,page_hinkley,synthetic_recurring,-,5.0,5149b34febd4,synth_n20000_finetune_recurring,detection_delay,45.5,full,0,0,0.0049835840472951,2026-09-20T11:43:17.783936+00:00
detection,page_hinkley,synthetic_recurring,-,5.0,5149b34febd4,synth_n20000_finetune_recurring,false_alarms_per_10000,0.0,full,0,0,0.0049835840472951,2026-09-20T11:43:17.783936+00:00
detection,page_hinkley,synthetic_recurring,-,5.0,5149b34febd4,synth_n20000_finetune_recurring,missed_detections,0.0,full,0,0,0.0049835840472951,2026-09-20T11:43:17.783936+00:00
detection,page_hinkley,synthetic_recurring,-,5.0,5149b34febd4,synth_n20000_finetune_recurring,n_detections,2.0,full,0,0,0.0049835840472951,2026-09-20T11:43:17.783936+00:00
detection,page_hinkley,synthetic_recurring,-,5.0,5149b34febd4,synth_n20000_finetune_recurring,n_false_alarms,0.0,full,0,0,0.0049835840472951,2026-09-20T11:43:17.783936+00:00
detection,page_hinkley,synthetic_recurring,-,5.0,5149b34febd4,synth_n20000_finetune_recurring,false_alarms_per_year,0.0,full,0,0,0.0049835840472951,2026-09-20T11:43:17.783936+00:00
detection,page_hinkley,synthetic_none,-,1.0,7c62866311e1,synth_n20000_finetune_none,detection_delay,,full,0,0,0.0049952080007642,2026-09-20T11:43:17.791074+00:00
detection,page_hinkley,synthetic_none,-,1.0,7c62866311e1,synth_n20000_finetune_none,false_alarms_per_10000,0.0,full,0,0,0.0049952080007642,2026-09-20T11:43:17.791074+00:00
detection,page_hinkley,synthetic_none,-,1.0,7c62866311e1,synth_n20000_finetune_none,missed_detections,0.0,full,0,0,0.0049952080007642,2026-09-20T11:43:17.791074+00:00
detection,page_hinkley,synthetic_none,-,1.0,7c62866311e1,synth_n20000_finetune_none,n_detections,0.0,full,0,0,0.0049952080007642,2026-09-20T11:43:17.791074+00:00
detection,page_hinkley,synthetic_none,-,1.0,7c62866311e1,synth_n20000_finetune_none,n_false_alarms,0.0,full,0,0,0.0049952080007642,2026-09-20T11:43:17.791074+00:00
detection,page_hinkley,synthetic_none,-,1.0,7c62866311e1,synth_n20000_finetune_none,false_alarms_per_year,0.0,full,0,0,0.0049952080007642,2026-09-20T11:43:17.791074+00:00
detection,page_hinkley,synthetic_none,-,2.0,7c62866311e1,synth_n20000_finetune_none,detection_delay,,full,0,0,0.006757374969311,2026-09-20T11:43:17.792750+00:00
detection,page_hinkley,synthetic_none,-,2.0,7c62866311e1,synth_n20000_finetune_none,false_alarms_per_10000,0.0,full,0,0,0.006757374969311,2026-09-20T11:43:17.792750+00:00
detection,page_hinkley,synthetic_none,-,2.0,7c62866311e1,synth_n20000_finetune_none,missed_detections,0.0,full,0,0,0.006757374969311,2026-09-20T11:43:17.792750+00:00
detection,page_hinkley,synthetic_none,-,2.0,7c62866311e1,synth_n20000_finetune_none,n_detections,0.0,full,0,0,0.006757374969311,2026-09-20T11:43:17.792750+00:00
detection,page_hinkley,synthetic_none,-,2.0,7c62866311e1,synth_n20000_finetune_none,n_false_alarms,0.0,full,0,0,0.006757374969311,2026-09-20T11:43:17.792750+00:00
detection,page_hinkley,synthetic_none,-,2.0,7c62866311e1,synth_n20000_finetune_none,false_alarms_per_year,0.0,full,0,0,0.006757374969311,2026-09-20T11:43:17.792750+00:00
detection,page_hinkley,synthetic_none,-,3.0,7c62866311e1,synth_n20000_finetune_none,detection_delay,,full,0,0,0.009412792045623,2026-09-20T11:43:17.794369+00:00
detection,page_hinkley,synthetic_none,-,3.0,7c62866311e1,synth_n20000_finetune_none,false_alarms_per_10000,0.0,full,0,0,0.009412792045623,2026-09-20T11:43:17.794369+00:00
detection,page_hinkley,synthetic_none,-,3.0,7c62866311e1,synth_n20000_finetune_none,missed_detections,0.0,full,0,0,0.009412792045623,2026-09-20T11:43:17.794369+00:00
detection,page_hinkley,synthetic_none,-,3.0,7c62866311e1,synth_n20000_finetune_none,n_detections,0.0,full,0,0,0.009412792045623,2026-09-20T11:43:17.794369+00:00
detection,page_hinkley,synthetic_none,-,3.0,7c62866311e1,synth_n20000_finetune_none,n_false_alarms,0.0,full,0,0,0.009412792045623,2026-09-20T11:43:17.794369+00:00
detection,page_hinkley,synthetic_none,-,3.0,7c62866311e1,synth_n20000_finetune_none,false_alarms_per_year,0.0,full,0,0,0.009412792045623,2026-09-20T11:43:17.794369+00:00
detection,page_hinkley,synthetic_none,-,4.0,7c62866311e1,synth_n20000_finetune_none,detection_delay,,full,0,0,0.0054947909666225,2026-09-20T11:43:17.795158+00:00
detection,page_hinkley,synthetic_none,-,4.0,7c62866311e1,synth_n20000_finetune_none,false_alarms_per_10000,0.0,full,0,0,0.0054947909666225,2026-09-20T11:43:17.795158+00:00
detection,page_hinkley,synthetic_none,-,4.0,7c62866311e1,synth_n20000_finetune_none,missed_detections,0.0,full,0,0,0.0054947909666225,2026-09-20T11:43:17.795158+00:00
detection,page_hinkley,synthetic_none,-,4.0,7c62866311e1,synth_n20000_finetune_none,n_detections,0.0,full,0,0,0.0054947909666225,2026-09-20T11:43:17.795158+00:00
detection,page_hinkley,synthetic_none,-,4.0,7c62866311e1,synth_n20000_finetune_none,n_false_alarms,0.0,full,0,0,0.0054947909666225,2026-09-20T11:43:17.795158+00:00
detection,page_hinkley,synthetic_none,-,4.0,7c62866311e1,synth_n20000_finetune_none,false_alarms_per_year,0.0,full,0,0,0.0054947909666225,2026-09-20T11:43:17.795158+00:00
detection,page_hinkley,synthetic_none,-,5.0,7c62866311e1,synth_n20000_finetune_none,detection_delay,,full,0,0,0.0086971670389175,2026-09-20T11:43:17.795850+00:00
detection,page_hinkley,synthetic_none,-,5.0,7c62866311e1,synth_n20000_finetune_none,false_alarms_per_10000,0.0,full,0,0,0.0086971670389175,2026-09-20T11:43:17.795850+00:00
detection,page_hinkley,synthetic_none,-,5.0,7c62866311e1,synth_n20000_finetune_none,missed_detections,0.0,full,0,0,0.0086971670389175,2026-09-20T11:43:17.795850+00:00
detection,page_hinkley,synthetic_none,-,5.0,7c62866311e1,synth_n20000_finetune_none,n_detections,0.0,full,0,0,0.0086971670389175,2026-09-20T11:43:17.795850+00:00
detection,page_hinkley,synthetic_none,-,5.0,7c62866311e1,synth_n20000_finetune_none,n_false_alarms,0.0,full,0,0,0.0086971670389175,2026-09-20T11:43:17.795850+00:00
detection,page_hinkley,synthetic_none,-,5.0,7c62866311e1,synth_n20000_finetune_none,false_alarms_per_year,0.0,full,0,0,0.0086971670389175,2026-09-20T11:43:17.795850+00:00
detection,page_hinkley,synthetic_sudden,-,1.0,7c62866311e1,synth_n20000_finetune_sudden,detection_delay,56.0,full,0,0,0.0115795419551432,2026-09-20T11:43:17.796505+00:00
detection,page_hinkley,synthetic_sudden,-,1.0,7c62866311e1,synth_n20000_finetune_sudden,false_alarms_per_10000,0.0,full,0,0,0.0115795419551432,2026-09-20T11:43:17.796505+00:00
detection,page_hinkley,synthetic_sudden,-,1.0,7c62866311e1,synth_n20000_finetune_sudden,missed_detections,0.0,full,0,0,0.0115795419551432,2026-09-20T11:43:17.796505+00:00
detection,page_hinkley,synthetic_sudden,-,1.0,7c62866311e1,synth_n20000_finetune_sudden,n_detections,1.0,full,0,0,0.0115795419551432,2026-09-20T11:43:17.796505+00:00
detection,page_hinkley,synthetic_sudden,-,1.0,7c62866311e1,synth_n20000_finetune_sudden,n_false_alarms,0.0,full,0,0,0.0115795419551432,2026-09-20T11:43:17.796505+00:00
detection,page_hinkley,synthetic_sudden,-,1.0,7c62866311e1,synth_n20000_finetune_sudden,false_alarms_per_year,0.0,full,0,0,0.0115795419551432,2026-09-20T11:43:17.796505+00:00
detection,page_hinkley,synthetic_sudden,-,2.0,7c62866311e1,synth_n20000_finetune_sudden,detection_delay,45.0,full,0,0,0.0091649580281227,2026-09-20T11:43:17.797199+00:00
detection,page_hinkley,synthetic_sudden,-,2.0,7c62866311e1,synth_n20000_finetune_sudden,false_alarms_per_10000,0.0,full,0,0,0.0091649580281227,2026-09-20T11:43:17.797199+00:00
detection,page_hinkley,synthetic_sudden,-,2.0,7c62866311e1,synth_n20000_finetune_sudden,missed_detections,0.0,full,0,0,0.0091649580281227,2026-09-20T11:43:17.797199+00:00
detection,page_hinkley,synthetic_sudden,-,2.0,7c62866311e1,synth_n20000_finetune_sudden,n_detections,1.0,full,0,0,0.0091649580281227,2026-09-20T11:43:17.797199+00:00
detection,page_hinkley,synthetic_sudden,-,2.0,7c62866311e1,synth_n20000_finetune_sudden,n_false_alarms,0.0,full,0,0,0.0091649580281227,2026-09-20T11:43:17.797199+00:00
detection,page_hinkley,synthetic_sudden,-,2.0,7c62866311e1,synth_n20000_finetune_sudden,false_alarms_per_year,0.0,full,0,0,0.0091649580281227,2026-09-20T11:43:17.797199+00:00
detection,page_hinkley,synthetic_sudden,-,3.0,7c62866311e1,synth_n20000_finetune_sudden,detection_delay,54.0,full,0,0,0.0066665000049397,2026-09-20T11:43:17.797864+00:00
detection,page_hinkley,synthetic_sudden,-,3.0,7c62866311e1,synth_n20000_finetune_sudden,false_alarms_per_10000,0.0,full,0,0,0.0066665000049397,2026-09-20T11:43:17.797864+00:00
detection,page_hinkley,synthetic_sudden,-,3.0,7c62866311e1,synth_n20000_finetune_sudden,missed_detections,0.0,full,0,0,0.0066665000049397,2026-09-20T11:43:17.797864+00:00
detection,page_hinkley,synthetic_sudden,-,3.0,7c62866311e1,synth_n20000_finetune_sudden,n_detections,1.0,full,0,0,0.0066665000049397,2026-09-20T11:43:17.797864+00:00
detection,page_hinkley,synthetic_sudden,-,3.0,7c62866311e1,synth_n20000_finetune_sudden,n_false_alarms,0.0,full,0,0,0.0066665000049397,2026-09-20T11:43:17.797864+00:00
detection,page_hinkley,synthetic_sudden,-,3.0,7c62866311e1,synth_n20000_finetune_sudden,false_alarms_per_year,0.0,full,0,0,0.0066665000049397,2026-09-20T11:43:17.797864+00:00
detection,page_hinkley,synthetic_sudden,-,4.0,7c62866311e1,synth_n20000_finetune_sudden,detection_delay,51.0,full,0,0,0.0110592080745846,2026-09-20T11:43:17.798531+00:00
detection,page_hinkley,synthetic_sudden,-,4.0,7c62866311e1,synth_n20000_finetune_sudden,false_alarms_per_10000,0.0,full,0,0,0.0110592080745846,2026-09-20T11:43:17.798531+00:00
detection,page_hinkley,synthetic_sudden,-,4.0,7c62866311e1,synth_n20000_finetune_sudden,missed_detections,0.0,full,0,0,0.0110592080745846,2026-09-20T11:43:17.798531+00:00
detection,page_hinkley,synthetic_sudden,-,4.0,7c62866311e1,synth_n20000_finetune_sudden,n_detections,1.0,full,0,0,0.0110592080745846,2026-09-20T11:43:17.798531+00:00
detection,page_hinkley,synthetic_sudden,-,4.0,7c62866311e1,synth_n20000_finetune_sudden,n_false_alarms,0.0,full,0,0,0.0110592080745846,2026-09-20T11:43:17.798531+00:00
detection,page_hinkley,synthetic_sudden,-,4.0,7c62866311e1,synth_n20000_finetune_sudden,false_alarms_per_year,0.0,full,0,0,0.0110592080745846,2026-09-20T11:43:17.798531+00:00
detection,page_hinkley,synthetic_sudden,-,5.0,7c62866311e1,synth_n20000_finetune_sudden,detection_delay,53.0,full,0,0,0.0047837499296292,2026-09-20T11:43:17.799182+00:00
detection,page_hinkley,synthetic_sudden,-,5.0,7c62866311e1,synth_n20000_finetune_sudden,false_alarms_per_10000,0.0,full,0,0,0.0047837499296292,2026-09-20T11:43:17.799182+00:00
detection,page_hinkley,synthetic_sudden,-,5.0,7c62866311e1,synth_n20000_finetune_sudden,missed_detections,0.0,full,0,0,0.0047837499296292,2026-09-20T11:43:17.799182+00:00
detection,page_hinkley,synthetic_sudden,-,5.0,7c62866311e1,synth_n20000_finetune_sudden,n_detections,1.0,full,0,0,0.0047837499296292,2026-09-20T11:43:17.799182+00:00
detection,page_hinkley,synthetic_sudden,-,5.0,7c62866311e1,synth_n20000_finetune_sudden,n_false_alarms,0.0,full,0,0,0.0047837499296292,2026-09-20T11:43:17.799182+00:00
detection,page_hinkley,synthetic_sudden,-,5.0,7c62866311e1,synth_n20000_finetune_sudden,false_alarms_per_year,0.0,full,0,0,0.0047837499296292,2026-09-20T11:43:17.799182+00:00
detection,page_hinkley,synthetic_gradual,-,1.0,7c62866311e1,synth_n20000_finetune_gradual,detection_delay,341.0,full,0,0,0.0089923329651355,2026-09-20T11:43:17.799836+00:00
detection,page_hinkley,synthetic_gradual,-,1.0,7c62866311e1,synth_n20000_finetune_gradual,false_alarms_per_10000,0.5,full,0,0,0.0089923329651355,2026-09-20T11:43:17.799836+00:00
detection,page_hinkley,synthetic_gradual,-,1.0,7c62866311e1,synth_n20000_finetune_gradual,missed_detections,0.0,full,0,0,0.0089923329651355,2026-09-20T11:43:17.799836+00:00
detection,page_hinkley,synthetic_gradual,-,1.0,7c62866311e1,synth_n20000_finetune_gradual,n_detections,2.0,full,0,0,0.0089923329651355,2026-09-20T11:43:17.799836+00:00
detection,page_hinkley,synthetic_gradual,-,1.0,7c62866311e1,synth_n20000_finetune_gradual,n_false_alarms,1.0,full,0,0,0.0089923329651355,2026-09-20T11:43:17.799836+00:00
detection,page_hinkley,synthetic_gradual,-,1.0,7c62866311e1,synth_n20000_finetune_gradual,false_alarms_per_year,0.876,full,0,0,0.0089923329651355,2026-09-20T11:43:17.799836+00:00
detection,page_hinkley,synthetic_gradual,-,2.0,7c62866311e1,synth_n20000_finetune_gradual,detection_delay,291.0,full,0,0,0.0091029159957543,2026-09-20T11:43:17.800502+00:00
detection,page_hinkley,synthetic_gradual,-,2.0,7c62866311e1,synth_n20000_finetune_gradual,false_alarms_per_10000,1.0,full,0,0,0.0091029159957543,2026-09-20T11:43:17.800502+00:00
detection,page_hinkley,synthetic_gradual,-,2.0,7c62866311e1,synth_n20000_finetune_gradual,missed_detections,0.0,full,0,0,0.0091029159957543,2026-09-20T11:43:17.800502+00:00
detection,page_hinkley,synthetic_gradual,-,2.0,7c62866311e1,synth_n20000_finetune_gradual,n_detections,3.0,full,0,0,0.0091029159957543,2026-09-20T11:43:17.800502+00:00
detection,page_hinkley,synthetic_gradual,-,2.0,7c62866311e1,synth_n20000_finetune_gradual,n_false_alarms,2.0,full,0,0,0.0091029159957543,2026-09-20T11:43:17.800502+00:00
detection,page_hinkley,synthetic_gradual,-,2.0,7c62866311e1,synth_n20000_finetune_gradual,false_alarms_per_year,1.752,full,0,0,0.0091029159957543,2026-09-20T11:43:17.800502+00:00
detection,page_hinkley,synthetic_gradual,-,3.0,7c62866311e1,synth_n20000_finetune_gradual,detection_delay,339.0,full,0,0,0.0078453749883919,2026-09-20T11:43:17.802722+00:00
detection,page_hinkley,synthetic_gradual,-,3.0,7c62866311e1,synth_n20000_finetune_gradual,false_alarms_per_10000,0.5,full,0,0,0.0078453749883919,2026-09-20T11:43:17.802722+00:00
detection,page_hinkley,synthetic_gradual,-,3.0,7c62866311e1,synth_n20000_finetune_gradual,missed_detections,0.0,full,0,0,0.0078453749883919,2026-09-20T11:43:17.802722+00:00
detection,page_hinkley,synthetic_gradual,-,3.0,7c62866311e1,synth_n20000_finetune_gradual,n_detections,2.0,full,0,0,0.0078453749883919,2026-09-20T11:43:17.802722+00:00
detection,page_hinkley,synthetic_gradual,-,3.0,7c62866311e1,synth_n20000_finetune_gradual,n_false_alarms,1.0,full,0,0,0.0078453749883919,2026-09-20T11:43:17.802722+00:00
detection,page_hinkley,synthetic_gradual,-,3.0,7c62866311e1,synth_n20000_finetune_gradual,false_alarms_per_year,0.876,full,0,0,0.0078453749883919,2026-09-20T11:43:17.802722+00:00
detection,page_hinkley,synthetic_gradual,-,4.0,7c62866311e1,synth_n20000_finetune_gradual,detection_delay,306.0,full,0,0,0.0047916249604895,2026-09-20T11:43:17.804268+00:00
detection,page_hinkley,synthetic_gradual,-,4.0,7c62866311e1,synth_n20000_finetune_gradual,false_alarms_per_10000,1.0,full,0,0,0.0047916249604895,2026-09-20T11:43:17.804268+00:00
detection,page_hinkley,synthetic_gradual,-,4.0,7c62866311e1,synth_n20000_finetune_gradual,missed_detections,0.0,full,0,0,0.0047916249604895,2026-09-20T11:43:17.804268+00:00
detection,page_hinkley,synthetic_gradual,-,4.0,7c62866311e1,synth_n20000_finetune_gradual,n_detections,3.0,full,0,0,0.0047916249604895,2026-09-20T11:43:17.804268+00:00
detection,page_hinkley,synthetic_gradual,-,4.0,7c62866311e1,synth_n20000_finetune_gradual,n_false_alarms,2.0,full,0,0,0.0047916249604895,2026-09-20T11:43:17.804268+00:00
detection,page_hinkley,synthetic_gradual,-,4.0,7c62866311e1,synth_n20000_finetune_gradual,false_alarms_per_year,1.752,full,0,0,0.0047916249604895,2026-09-20T11:43:17.804268+00:00
detection,page_hinkley,synthetic_gradual,-,5.0,7c62866311e1,synth_n20000_finetune_gradual,detection_delay,340.0,full,0,0,0.0086394581012427,2026-09-20T11:43:17.805780+00:00
