region,detector,input_processing,detection_number,changepoint_index,changepoint_timestamp,demand_value
NSW1,kswin,raw_30min,112,36900,2022-04-08 18:00:00,8817.226666666667
NSW1,kswin,raw_30min,113,37226,2022-04-15 13:00:00,5212.665
NSW1,kswin,raw_30min,114,37527,2022-04-21 19:30:00,8527.711666666668
NSW1,kswin,raw_30min,115,37827,2022-04-28 01:30:00,7061.735000000001
NSW1,kswin,raw_30min,116,38352,2022-05-09 00:00:00,7433.276666666668
NSW1,kswin,raw_30min,117,38652,2022-05-15 06:00:00,5998.865000000001
NSW1,kswin,raw_30min,118,38952,2022-05-21 12:00:00,7564.063333333333
NSW1,kswin,raw_30min,119,39298,2022-05-28 17:00:00,8513.076666666666
NSW1,kswin,raw_30min,120,39598,2022-06-03 23:00:00,9341.903333333334
NSW1,kswin,raw_30min,121,40001,2022-06-12 08:30:00,8601.228333333333
NSW1,kswin,raw_30min,122,40302,2022-06-18 15:00:00,7345.613333333334
NSW1,kswin,raw_30min,123,40659,2022-06-26 01:30:00,7619.29
NSW1,kswin,raw_30min,124,40959,2022-07-02 07:30:00,8221.936666666666
NSW1,kswin,raw_30min,125,41345,2022-07-10 08:30:00,8859.058333333332
NSW1,kswin,raw_30min,126,41687,2022-07-17 11:30:00,6585.223333333332
NSW1,kswin,raw_30min,127,41989,2022-07-23 18:30:00,10305.056666666665
NSW1,kswin,raw_30min,128,42549,2022-08-04 10:30:00,8804.388333333334
NSW1,kswin,raw_30min,129,42852,2022-08-10 18:00:00,10981.001666666665
NSW1,kswin,raw_30min,130,43351,2022-08-21 03:30:00,6793.778333333333
NSW1,kswin,raw_30min,131,43667,2022-08-27 17:30:00,8649.678333333333
NSW1,kswin,raw_30min,132,43969,2022-09-03 00:30:00,8231.386666666667
NSW1,kswin,raw_30min,133,44335,2022-09-10 15:30:00,6325.346666666667
NSW1,kswin,raw_30min,134,44664,2022-09-17 12:00:00,5812.998333333333
NSW1,kswin,raw_30min,135,44988,2022-09-24 06:00:00,6240.740000000001
NSW1,kswin,raw_30min,136,45293,2022-09-30 14:30:00,6817.618333333333
NSW1,kswin,raw_30min,137,45593,2022-10-06 20:30:00,8630.653333333334
NSW1,kswin,raw_30min,138,46001,2022-10-15 08:30:00,5845.735
NSW1,kswin,raw_30min,139,46301,2022-10-21 14:30:00,7158.329999999999
NSW1,kswin,raw_30min,140,46645,2022-10-28 18:30:00,7979.236666666667
NSW1,kswin,raw_30min,141,46969,2022-11-04 12:30:00,6420.158333333333
NSW1,kswin,raw_30min,142,47306,2022-11-11 13:00:00,6222.008333333334
NSW1,kswin,raw_30min,143,47679,2022-11-19 07:30:00,5906.333333333333
NSW1,kswin,raw_30min,144,47979,2022-11-25 13:30:00,5759.296666666666
NSW1,kswin,raw_30min,145,48280,2022-12-01 20:00:00,8167.486666666667
NSW1,kswin,raw_30min,146,48712,2022-12-10 20:00:00,7406.5216666666665
NSW1,kswin,raw_30min,147,49049,2022-12-17 20:30:00,7387.731666666667
NSW1,kswin,raw_30min,148,49418,2022-12-25 13:00:00,4818.668333333334
NSW1,kswin,raw_30min,149,49756,2023-01-01 14:00:00,5585.216666666666
NSW1,kswin,raw_30min,150,50059,2023-01-07 21:30:00,7143.555
NSW1,kswin,raw_30min,151,50359,2023-01-14 03:30:00,6284.06
NSW1,kswin,raw_30min,152,50666,2023-01-20 13:00:00,7148.581666666666
NSW1,kswin,raw_30min,153,50972,2023-01-26 22:00:00,8206.755
NSW1,kswin,raw_30min,154,51362,2023-02-04 01:00:00,6918.616666666666
NSW1,kswin,raw_30min,155,51663,2023-02-10 07:30:00,7621.841666666667
NSW1,kswin,raw_30min,156,52000,2023-02-17 08:00:00,7790.025000000001
NSW1,kswin,raw_30min,157,52300,2023-02-23 14:00:00,6973.860000000001
NSW1,kswin,raw_30min,158,52601,2023-03-01 20:30:00,8780.053333333333
NSW1,kswin,raw_30min,159,53056,2023-03-11 08:00:00,6719.294999999999
NSW1,kswin,raw_30min,160,53372,2023-03-17 22:00:00,8485.34
NSW1,kswin,raw_30min,161,53726,2023-03-25 07:00:00,7104.395
NSW1,kswin,raw_30min,162,54043,2023-03-31 21:30:00,7491.543333333334
NSW1,kswin,raw_30min,163,54349,2023-04-07 06:30:00,6264.495
NSW1,kswin,raw_30min,164,54649,2023-04-13 12:30:00,6496.406666666667
NSW1,kswin,raw_30min,165,54986,2023-04-20 13:00:00,7578.02
NSW1,kswin,raw_30min,166,55311,2023-04-27 07:30:00,7785.014999999999
NSW1,kswin,raw_30min,167,55815,2023-05-07 19:30:00,10088.806666666665
NSW1,kswin,raw_30min,168,56116,2023-05-14 02:00:00,6906.53
NSW1,kswin,raw_30min,169,56487,2023-05-21 19:30:00,9786.638333333334
NSW1,kswin,raw_30min,170,57069,2023-06-02 22:30:00,8381.201666666666
NSW1,kswin,raw_30min,171,57370,2023-06-09 05:00:00,6900.486666666667
NSW1,kswin,raw_30min,172,57895,2023-06-20 03:30:00,7494.32
NSW1,kswin,raw_30min,173,58202,2023-06-26 13:00:00,6741.958333333333
NSW1,kswin,raw_30min,174,58516,2023-07-03 02:00:00,7313.87
NSW1,kswin,raw_30min,175,58816,2023-07-09 08:00:00,7716.188333333333
NSW1,kswin,raw_30min,176,59117,2023-07-15 14:30:00,5921.258333333334
NSW1,kswin,raw_30min,177,59418,2023-07-21 21:00:00,10106.2
NSW1,kswin,raw_30min,178,59781,2023-07-29 10:30:00,6336.413333333333
NSW1,kswin,raw_30min,179,60193,2023-08-07 00:30:00,7600.578333333334
NSW1,kswin,raw_30min,180,60507,2023-08-13 13:30:00,6739.203333333334
NSW1,kswin,raw_30min,181,60831,2023-08-20 07:30:00,7273.278333333333
NSW1,kswin,raw_30min,182,61150,2023-08-26 23:00:00,7869.1466666666665
NSW1,kswin,raw_30min,183,61507,2023-09-03 09:30:00,5856.628333333333
NSW1,kswin,raw_30min,184,61852,2023-09-10 14:00:00,4589.546666666666
NSW1,kswin,raw_30min,185,62154,2023-09-16 21:00:00,7428.7
NSW1,kswin,raw_30min,186,62511,2023-09-24 07:30:00,6115.155
NSW1,kswin,raw_30min,187,62826,2023-09-30 21:00:00,7527.763333333333
NSW1,kswin,raw_30min,188,63163,2023-10-07 21:30:00,7298.608333333334
NSW1,kswin,raw_30min,189,63520,2023-10-15 08:00:00,5253.481666666667
NSW1,kswin,raw_30min,190,63826,2023-10-21 17:00:00,7500.008333333334
NSW1,kswin,raw_30min,191,64169,2023-10-28 20:30:00,7535.425
NSW1,kswin,raw_30min,192,64475,2023-11-04 05:30:00,6237.106666666667
NSW1,kswin,raw_30min,193,64860,2023-11-12 06:00:00,5946.57
NSW1,kswin,raw_30min,194,65161,2023-11-18 12:30:00,4133.251666666667
NSW1,kswin,raw_30min,195,65461,2023-11-24 18:30:00,8392.34
NSW1,kswin,raw_30min,196,65839,2023-12-02 15:30:00,6954.7266666666665
NSW1,kswin,raw_30min,197,66139,2023-12-08 21:30:00,9567.431666666665
NSW1,kswin,raw_30min,198,66441,2023-12-15 04:30:00,7226.7266666666665
NSW1,kswin,raw_30min,199,66741,2023-12-21 10:30:00,6938.388333333333
NSW1,kswin,raw_30min,200,67042,2023-12-27 17:00:00,7275.805
